inmobiliaria,precio canon,administracion,zona,ciudad,habitaciones,baños,metros_cuadrados,descripcion
,1350000.0,300000.0,,Bogotá,1,1,20.0,"Apartaestudio En Arriendo En La Soledad, Bogotá Aparta estudio en arriendo ubicado en Teusaquillo, uno de los sectores más centrales y valorizados de Bogotá, con acceso a todo universidades, comercio, transporte y zonas verdes. Con un Área aprox, 20 m. Características que enamoran 1 habitación, 1 baño privado, Cocina semi-integral eléctrica, Excelente estado. Iluminación y ventilación natural, Acabados modernos, Zonas comunes tipo club house- Gimnasio, Salón comunal, Zona BBQ, Cafetería, Vigilancia 24 horas 7dias a la semana. Ubicación estratégica Cerca a universidades y colegios, Transporte público cercano, Zona residencial tranquila Acceso a supermercados, hospitales y comercio Ideal para estudiantes o profesionales. ¡No deje pasar esta oportunidad! ***"
,2200000.0,0.0,Zona centro,Bogotá,1,1,25.0,"Apartamento En Arriendo En Bogotá LA CANDELARIA – APTO 102 ARRIENDO acogedor apartamento en La Candelaria El apartamento cuenta con cocina integral amplia, nevera, 1 habitación, armario, zona de estudio pequeña, y baño con agua caliente. La casa cuenta con 1 lavadora en zona de lavandería común y dos patios pequeños. Todos los servicios públicos están incluidos en el canon de arrendamiento."
,2000000.0,0.0,Zona centro,Bogotá,1,1,22.0,"Apartamento En Arriendo En Zona Centro, Bogotá LA CANDELARIA – APTO 203 ARRIENDO acogedor apartamento en La Candelaria. El apartamento cuenta con sala-comedor, armario, cocina con horno, 1 habitación, 1 baño con agua caliente. La casa cuenta con 1 lavadora en zona de lavandería común y dos patios pequeños. Todos los servicios públicos están incluidos en el canon de arrendamiento."
,1620000.0,180000.0,Zona centro,Bogotá,1,1,22.0,"Apartamento En Arriendo En Centro Internacional, Bogotá Se arrienda apartaestudio de un solo ambiente en el barrio Samper, localidad de Santa Fe. Ubicado en segundo piso con vista exterior, cuenta con 22 m² y excelente iluminación natural. Dispone de habitación principal con clóset y Smart TV, cocina integral eléctrica equipada con nevera, menaje y cristalería, zona de lavandería con lavadora secadora y baño completo. El edificio ofrece vigilancia 24/7 y próximamente contará con salón social, salas de coworking, terrazas BBQ y parqueadero de visitantes. Ubicado en una zona estratégica, con buen entorno y fácil acceso a transporte y servicios."
,2500000.0,0.0,Zona centro,Bogotá,1,2,42.0,"Apartamento En Arriendo En La Candelaria, Bogotá Descubre este apartamento en arriendo, una opción ideal para quienes buscan funcionalidad y estilo. Una oportunidad para combinar comodidad y practicidad en un solo lugar. El interior del apartamento deslumbra con pisos de madera en todos sus ambientes, creando una atmósfera cálida y moderna. El dormitorio principal es un refugio espacioso y funcional, con una zona de trabajo integrada. El segundo dormitorio también destaca por su diseño funcional, incluyendo un escritorio y estantería. La sala de estar es un espacio acogedor que incorpora una barra estilo americano y se adapta perfectamente como oficina en casa, ofreciendo además seguridad gracias a sus ventanas enrejadas. Las características clave de este apartamento incluyen pisos en madera, una práctica barra estilo americano y rejas de seguridad para mayor tranquilidad. Además, cuenta con estanterías, escritorios, closets y televisor, elementos que añaden valor y comodidad al hogar. Todo esto se ofrece a un precio de $ ***. Este apartamento es una elección excelente para arrendar, ofreciendo un equilibrio perfecto entre confort y seguridad. Con sus espacios bien distribuidos y detalles pensados para el bienestar, garantiza una experiencia de vida agradable y funcional. No pierdas la oportunidad de vivir en un lugar que lo tiene todo."
,3000000.0,360000.0,,Bogotá,1,1,38.0,"Apartaestudio En Arriendo En Las Nieves, Bogotá Disfruta de la comodidad y funcionalidad en este moderno apartaestudio para alquiler ubicado en uno de los mejores sectores de Bogotá D.C., Cundinamarca. Este inmueble cuenta con un área total de 38 M2, distribuidos en una construcción de 38 M2 y una amplia y privada alcoba de 38 M2. Ideal para una persona o una pareja que busca una opción práctica y accesible en la ciudad. El apartaestudio cuenta con un baño completo en la habitación principal, lo que garantiza la privacidad y comodidad que necesitas. Además, cuenta con acabados de alta calidad, armarios empotrados y clósets, que te brindarán el espacio y la organización necesaria para tu día a día. Con una moderna y funcional barra estilo americano, podrás disfrutar de agradables comidas en compañía de tus seres queridos o amigos, mientras disfrutas de la vista de la ciudad. Además, el apartaestudio cuenta con todas las comodidades necesarias como un calentador de agua, citófono / intercomunicador, electricidad y gas domiciliario, así como una zona de lavandería para mayor comodidad. Este apartaestudio se alquila completamente amoblado y equipado con todo lo que necesitas para mudarte de inmediato, incluyendo un cómodo hall de alcobas. El edificio cuenta con una amplia área social donde podrás relajarte y disfrutar de tus momentos de ocio, además de ascensor, garantizando una fácil y cómoda movilidad dentro del inmueble. Ubicado en una zona estratégica y segura de la ciudad, cerca de centros c"
,1444000.0,156000.0,Zona centro,Bogotá,1,1,25.0,"Apartamento En Arriendo En Las Nieves, Bogotá [ARR] ID HOUM: 166524 Entérate de todos los beneficios al arrendar con nosotros: • Asistencia e intermediación con el propietario • Firma tu contrato online • Arrienda sin burocracia, sin papeleos ni notarías Departamento en arriendo, ubicado en el barrio Las Nieves, con una superficie construida de 25.40 m² y superficie total de 25.40 m². Sus principales características son: • No amoblado • 1 dormitorio • 1 baño • No Admite mascotas • Piso 3 • Año de construcción: 2023 Además, el inmueble cuenta con las siguientes amenidades: • Salón de eventos • Vigilancia 24 hrs • Ascensor • Zona de juegos • Gimnasio • Lavandería • Zona de asadores Si arriendas con nosotros, te brindamos asesoría personalizada durante todo el proceso. Requisitos para arrendar con nosotros: • Arrienda sin codeudor*, fácil, rápido y seguro • Demuestra un ingreso mensual neto de al menos 2.5 veces el valor del arriendo (los ingresos mensuales se pueden complementar por las personas que vivirán en este inmueble) • Completa tu información básica y mándanos tus extractos bancarios o documentos que demuestren tus ingresos • No debes tener reportes negativos en centrales de crédito IMPORTANTE: • Te invitamos a agendar una visita a esta propiedad • Si tienes alguna duda por favor puedes solicitar más información desde los portales como también contactarte directamente con nosotros Más que"
,1300000.0,0.0,Zona centro,Bogotá,4,2,60.0,"Apartamento En Arriendo En Los Martires, Bogotá ¡Vive la Experiencia Urbana en el Centro de Bogotá! ¿Sueñas con vivir en el corazón vibrante de Bogotá? ¡Tenemos una opcion perfecta para ti en la Av. Caracas, calle 18, Los Mártires Centro! Disfruta de la comodidad, el estilo y la conveniencia en este apartamento en segundo piso, ideal para quienes buscan un hogar con acceso a todo lo que la ciudad tiene para ofrecer. Lujo y Comodidad * 4 habitaciones espaciosas. * 2 baños completos, uno con tina. * Cocina equipada con estufa, campana extractora y muebles de diseño. * Zona de lavado independiente. * Closets empotrados. Beneficios Adicionales: * Estrato 3: Servicios públicos económicos. * Medidores internos: Controla tu consumo. * Ubicación privilegiada: Frente a la estación de Transmilenio Calle 19, con acceso a las principales vías. * Cerca de lugares emblemáticos: Parque de la Mariposa, Instituto de Desarrollo Urbano, Museo del Oro, Plaza de Mercado de Paloquemao. * Código postal: 111411. Requisitos Simplificados: * Arrendatario con un deudor solidario . * Ingresos del arrendatario y deudor deben ser el doble del canon. * ¡Estudio de información virtual por solo $50.000! Envía tu soporte de pago a arriendos@bienesraiceslibertad.com y recibe el resultado en 8 horas. * Si el resultado es positivo el 10% del canon para iniciar el contrato. ¡No dejes pasar esta oportunidad de vivir en el centro de Bogotá! Contáctanos hoy mismo para más información y agenda tu visita."
,2300000.0,0.0,Zona centro,Bogotá,4,2,122.0,"Apartamento En Arriendo En Eduardo Santos, Bogotá Apartamento en renta de 122 metros, con 4 habitaciones, 2 baños, sala, cocina y cuarto de ropas, en muy buen estado y remodelado, ideal para quienes buscan amplitud, comodidad y una excelente ubicación. Sus espacios amplios y funcionales lo convierten en una muy buena opción para familias o para quienes necesitan mayor comodidad en su día a día. Ubicado cerca a la Avenida Caracas y la Calle 3, en un sector estratégico con muy buena movilidad, fácil acceso a transporte y cercanía a comercio y servicios."
,2000000.0,0.0,Zona centro,Bogotá,1,1,28.0,"Apartamento En Arriendo En Parque Central Bavaria, Bogotá Hermosos coliving universitario, para estrenar en una de las zonas mas practica si eres un estudiante o empresario que requiere estar en el centro de Bogotá, ubicado en la calle 33 con caracas muy cerca de todo si necesitas desplazarte de forma rápida y tranquila por el sector, ubicado en uno de los edificios mas completos y seguros del sector en el piso 23 es un aparta-estudio tipo loft para estrenar con área de cocina, amplio closet, baño completo, el edificio cuenta con todas las amenidades que siempre has deseado, gimnasio, cafetería, salón de musical, comedor, teatrino, sala de juegos, sala de video juegos, piscina, taller de artes, taller de cocina, zona de lavandería, oratorio, terraza mirador, coworking, ideal por su ubicación cercana a universidades tan importante como, universidad javeriana (1.4km), universidad de Colombia (750m), universidad distrital (1.1km), universidad central (1.8km), universidad Tadeo lozano (1.7km), a solo pasos de la estación de Transmilenio, este es tu lugar"
,2000000.0,0.0,Zona centro,Bogotá,3,2,120.0,"Apartamento En Arriendo En Restrepo, Bogotá HERMOSO APARTAMENTO EN ZONA RESIDENCIAL DE RESTREPO,DE 120 METROS CUADRADOS. CONSTA DE TRES HABITACIONES, LA PRINCIPAL CON BAÑO PRIVADO, LAS TRES HABITACIONES CON CLOSET. SALACOMEDOR GRANDE Y ESPACIOSA, AMPLIA COCINA INTEGRAL Y ZONA DE LAVADO"
,1750000.0,0.0,,Bogotá,1,1,25.0,"Apartaestudio En Arriendo En Zona Centro, Bogotá Arriendo Apartaestudio – Centro de Bogotá Vive en el corazón de la zona universitaria, en un moderno edificio con concepto coliving que te ofrece comodidad, estilo y zonas comunes ideales para estudiar y compartir. Centro de Bogotá – Zona Universitaria Área: 25 m² Piso: 7 Espacio abierto, iluminado y funcional 1 baño Clóset amplio con cajones Espacio de escritorio Cocina con buenos espacios y estufa eléctrica Parqueaderos comunales Excelente ubicación con vida estudiantil y cultural activa Zonas comunes del edificio: Gimnasio Salas de estudio Espacios de coworking Salón de arte Terrazas comunales Lavandería en cada piso Seguridad 24/7 Valor de arriendo: $1.750.000 (incluye administración) Ideal para estudiantes o jóvenes profesionales que buscan comodidad, diseño moderno y una ubicación estratégica."
,1825000.0,175000.0,Zona centro,Bogotá,1,1,25.0,"Apartamento En Arriendo En La Veracruz, Bogotá [ARR] ID HOUM: 148344 Entérate de todos los beneficios al arrendar con nosotros: • Asistencia e intermediación con el propietario • Firma tu contrato online • Arrienda sin burocracia, sin papeleos ni notarías Departamento en arriendo, ubicado en el barrio Las Nieves, con una superficie construida de 25.00 m² y superficie total de 25.00 m². Sus principales características son: • loft • No amoblado • 1 dormitorio • 1 baño • Admite mascotas • Cocina tipo americana • Piso 5 • Año de construcción: 2022 • Cuarto de lavado Además, el inmueble cuenta con las siguientes amenidades: • Salón de eventos • Vigilancia 24 hrs • Ascensor • Zona de juegos • Gimnasio • Lavandería Si arriendas con nosotros, te brindamos asesoría personalizada durante todo el proceso. Requisitos para arrendar con nosotros: • Arrienda sin codeudor*, fácil, rápido y seguro • Demuestra un ingreso mensual neto de al menos 2.5 veces el valor del arriendo (los ingresos mensuales se pueden complementar por las personas que vivirán en este inmueble) • Completa tu información básica y mándanos tus extractos bancarios o documentos que demuestren tus ingresos • No debes tener reportes negativos en centrales de crédito IMPORTANTE: • Te invitamos a agendar una visita a esta propiedad • Si tienes alguna duda por favor puedes solicitar más información desde los portales como también contactarte dir"
,17000000.0,3928000.0,Zona centro,Bogotá,3,4,238.0,"Apartamento En Arriendo En Los Rosales, Bogotá Pent house en Rosales con todas las comodidades y con una zona muy segura. Al ingresar encontramos una amplia zona social con terraza y una cocina americana con la posibilidad de independizarla. Subimos al segundo piso por una escalera de caracol y encontramos un family room que abre campo a tres habitaciones cada una con walking closet y baño."
,1100000.0,0.0,Zona centro,Bogotá,3,1,52.0,"Apartamento En Arriendo En Alameda, Bogotá Apartamento en sexto piso de 52 m, ubicado en el magnífico sector de Alameda del Porvenir, en Bosa, a solo 5 minutos del paradero del SITP El Corzo. Cuenta con una ubicación ideal para disfrutar en familia, con excelentes acabados y óptima iluminación natural.Se encuentra cerca del Centro Comercial Mi Centro Porvenir, donde podrá encontrar zona de comidas, almacenes de ropa, entidades bancarias, supermercados y parques infantiles, además de estar próximo al Colegio Villas del Progreso I.E.D. El apartamento dispone de 3 habitaciones, 1 baño, sala-comedor, cocina integral abierta con zona de lavandería y una excelente distribución que brinda comodidad y funcionalidad para usted y su familia.Cualquier información adicional contáctenos al número 3114955765o al correo electrónico marina.bernalinmobiliariabogota.com. El equipo de Inmobiliaria Bogotá está comprometido a brindar una experiencia de vida excepcional para nuestros clientes desde el momento en que se unen a nuestra comunidad. ***"
